"Gene","mut.rate","dn.LoF","case.LoF","ctrl.LoF","trans.LoF","ntrans.LoF","dn.mis3","case.mis3","ctrl.mis3","trans.mis3","ntrans.mis3","BF.dn","pval.TADA.dn","qvalue.dn"
"DCAF7",1.587e-05,0,0,0,0,0,0,0,0,0,0,0.833650882179286,0.452123832399253,0.921636639767128
"GPR137C",1.587e-05,0,0,1,0,1,0,0,6,1,2,0.833650882179286,0.452123832399253,0.921639836097402
"RASL10B",1.587e-05,0,0,0,1,0,0,1,1,1,0,0.833650882179286,0.452123832399253,0.921643031693815
"RMND1",1.587e-05,0,0,4,0,2,0,1,8,1,2,0.833650882179286,0.452123832399253,0.92164622655662
"CELF6",1.588e-05,0,0,0,0,0,0,2,6,0,1,0.833556073101715,0.452280224179343,0.921649421312217
"PCBP3",1.588e-05,0,0,0,0,0,0,2,6,4,2,0.833556073101715,0.452280224179343,0.921652615334568
"FBXO32",1.589e-05,0,0,0,0,0,0,2,5,2,3,0.833461275749996,0.452795302908994,0.921655809249858
"HADH",1.589e-05,0,0,1,0,0,0,1,12,2,1,0.833461275749996,0.452795302908994,0.921659002432262
"MAB21L3",1.589e-05,0,0,2,0,1,0,2,12,4,3,0.833461275749996,0.452795302908994,0.921662194882033
"MIOX",1.589e-05,0,0,1,0,1,0,3,13,4,5,0.833461275749996,0.452795302908994,0.921665386599423
"PDGFB",1.589e-05,0,0,1,0,0,0,2,4,1,2,0.833461275749996,0.452795302908994,0.921668577584684
"SLC25A32",1.589e-05,0,0,1,0,0,0,0,13,0,0,0.833461275749996,0.452795302908994,0.921671767838067
"TRIM65",1.589e-05,0,1,0,0,0,0,2,6,3,2,0.833461275749996,0.452795302908994,0.921674957359825
"YOD1",1.589e-05,0,0,1,0,0,0,0,1,1,0,0.833461275749996,0.452795302908994,0.921678146150208
"ZFP3",1.589e-05,0,0,2,3,2,0,1,8,0,0,0.833461275749996,0.452795302908994,0.92168133420947
"ZNF259",1.589e-05,0,0,0,0,0,0,2,10,1,5,0.833461275749996,0.452795302908994,0.92168452153786
"BEND4",1.59e-05,0,0,0,0,0,0,4,10,1,1,0.833366490122563,0.453260741926875,0.921687708760777
"CSNK2A1",1.59e-05,0,0,0,0,0,0,0,1,0,0,0.833366490122563,0.453260741926875,0.921690895253182
"DNASE1",1.59e-05,0,1,5,0,0,0,3,34,8,6,0.833366490122563,0.453260741926875,0.921694081015326
"FBXO9",1.59e-05,0,0,2,0,0,0,0,0,0,0,0.833366490122563,0.453260741926875,0.921697266047461
"IFT52",1.59e-05,0,0,1,0,0,0,3,9,2,6,0.833366490122563,0.453260741926875,0.921700450349837
"NAPA",1.59e-05,0,0,1,0,0,0,2,1,0,1,0.833366490122563,0.453260741926875,0.921703633922704
"ST6GALNAC2",1.59e-05,0,1,2,1,0,0,2,6,4,1,0.833366490122563,0.453260741926875,0.921706816766315
"TOR1AIP2",1.59e-05,0,0,0,0,0,0,2,3,1,2,0.833366490122563,0.453260741926875,0.921709998880919
"YIF1A",1.59e-05,0,0,1,0,0,0,1,7,2,7,0.833366490122563,0.453260741926875,0.921713180266766
"FN3KRP",1.591e-05,0,0,2,0,0,0,2,7,0,2,0.833271716217837,0.453572457966373,0.921716361548539
"ICA1L",1.591e-05,0,0,8,3,1,0,4,10,0,4,0.833271716217837,0.453572457966373,0.921719542101914
"PRSS23",1.591e-05,0,0,0,0,0,0,1,18,1,4,0.833271716217837,0.453572457966373,0.92172272192714
"SLC35F4",1.591e-05,0,0,1,0,1,0,3,10,1,0,0.833271716217837,0.453572457966373,0.921725901024467
"STX18",1.591e-05,0,0,1,0,0,0,2,5,3,0,0.833271716217837,0.453572457966373,0.921729079394145
"BCL2L2-PABPN1",1.592e-05,0,0,0,0,0,0,0,1,0,0,0.833176954034256,0.453779556978916,0.921732257660429
"NAMPT",1.592e-05,0,0,0,0,0,0,0,2,0,0,0.833176954034256,0.453779556978916,0.921735435199421
"QTRTD1",1.592e-05,0,1,4,0,0,0,2,9,0,3,0.833176954034256,0.453779556978916,0.921738612011371
"SIRPG",1.592e-05,0,1,3,0,2,0,1,11,3,3,0.833176954034256,0.453779556978916,0.921741788096527
"CCND2",1.593e-05,0,0,0,0,0,0,1,3,1,0,0.833082203570241,0.453987189751801,0.921744964078789
"GMDS",1.593e-05,0,0,0,0,0,0,0,3,0,0,0.833082203570241,0.453987189751801,0.921748139334615
"MACROD2",1.593e-05,0,0,1,0,0,0,2,15,1,1,0.833082203570241,0.453987189751801,0.921751313864252
"UBE2Q1",1.593e-05,0,0,0,0,0,0,0,0,0,0,0.833082203570241,0.453987189751801,0.921754487667951
"FTMT",1.594e-05,0,0,3,0,0,0,2,0,1,3,0.832987464824227,0.454351748065119,0.921757661369254
"KCTD7",1.594e-05,0,0,3,0,0,0,3,10,5,8,0.832987464824227,0.454351748065119,0.921760834344974
"TNNT1",1.594e-05,0,1,0,0,0,0,1,3,2,2,0.832987464824227,0.454351748065119,0.921764006595359
"TUFT1",1.594e-05,0,1,4,0,0,0,3,8,2,1,0.832987464824227,0.454351748065119,0.921767178120659
"VSIG1",1.594e-05,0,0,2,0,0,0,0,1,0,0,0.832987464824227,0.454351748065119,0.921770348921121
"WDR69",1.594e-05,0,3,0,0,0,0,1,3,6,8,0.832987464824227,0.454351748065119,0.921773518996995
"ZNF174",1.594e-05,0,0,3,0,0,0,0,2,0,1,0.832987464824227,0.454351748065119,0.921776688348528
"DHRS7C",1.595e-05,0,1,12,0,0,0,2,7,1,1,0.832892737794648,0.454560982119029,0.921779857598695
"LTB",1.595e-05,0,0,2,0,0,0,0,3,0,0,0.832892737794648,0.454560982119029,0.921783026124875
"PRRC1",1.595e-05,0,1,2,0,0,0,1,5,2,3,0.832892737794648,0.454560982119029,0.921786193927317
"VPS37B",1.595e-05,0,0,0,0,0,0,1,6,1,0,0.832892737794648,0.454560982119029,0.921789361006269
"BHMT",1.596e-05,0,0,1,2,0,0,3,6,2,0,0.832798022479929,0.454818788364025,0.92179252798435
"CABYR",1.596e-05,0,3,6,4,1,0,3,20,3,3,0.832798022479929,0.454818788364025,0.921795694239293
"CDKL2",1.596e-05,0,1,4,0,1,0,0,9,4,3,0.832798022479929,0.454818788364025,0.921798859771348
"CSNK1G3",1.596e-05,0,0,2,0,0,0,0,3,0,1,0.832798022479929,0.454818788364025,0.921802024580761
"ZNF239",1.596e-05,0,0,1,0,1,0,2,10,3,3,0.832798022479929,0.454818788364025,0.921805188667779
"C8orf44-SGK3",1.597e-05,0,0,3,0,0,0,0,3,0,0,0.832703318878504,0.455027488657593,0.921808352654597
"MRGPRD",1.597e-05,0,0,0,0,0,0,2,13,5,3,0.832703318878504,0.455027488657593,0.921811515919374
"SGK3",1.597e-05,0,1,4,1,0,0,2,6,2,1,0.832703318878504,0.455027488657593,0.921814678462355
"SLC35A4",1.597e-05,0,2,2,1,0,0,4,15,3,3,0.832703318878504,0.455027488657593,0.92181784028379
"C18orf25",1.598e-05,0,2,1,0,0,0,2,4,4,2,0.832608626988803,0.45528582866293,0.921821002005516
"PRKAR2A",1.598e-05,0,0,0,1,0,0,1,4,0,3,0.832608626988803,0.45528582866293,0.921824163006047
"SLC16A4",1.598e-05,0,0,4,0,4,0,2,8,6,5,0.832608626988803,0.45528582866293,0.921827323285629
"TMEM135",1.598e-05,0,0,3,0,0,0,2,6,2,0,0.832608626988803,0.45528582866293,0.921830482844509
"ZNF680",1.598e-05,0,1,1,1,0,0,4,5,6,5,0.832608626988803,0.45528582866293,0.921833641682933
"ADIPOR1",1.599e-05,0,0,1,0,0,0,1,0,0,0,0.832513946809254,0.455598612223112,0.921836800422317
"C22orf29",1.599e-05,0,0,3,0,2,0,4,7,0,0,0.832513946809254,0.455598612223112,0.921839958441595
"CXCR2",1.599e-05,0,0,0,0,0,0,4,13,3,4,0.832513946809254,0.455598612223112,0.921843115741016
"GPA33",1.599e-05,0,1,4,0,1,0,1,6,1,3,0.832513946809254,0.455598612223112,0.921846272320824
"SCD",1.599e-05,0,0,0,0,0,0,0,5,0,0,0.832513946809254,0.455598612223112,0.921849428181265
"UPK1A",1.599e-05,0,0,2,0,0,0,2,8,0,4,0.832513946809254,0.455598612223112,0.921852583322586
"ARRDC3",1.6e-05,0,0,0,0,0,0,0,6,1,0,0.832419278338299,0.456482519348812,0.921855738365707
"ASAH1",1.6e-05,0,1,2,1,0,0,4,13,5,3,0.832419278338299,0.456482519348812,0.921858892690058
"C10orf93",1.6e-05,0,8,6,2,1,0,5,13,6,9,0.832419278338299,0.456482519348812,0.921862046295884
"C6orf168",1.6e-05,0,1,0,0,0,0,1,4,1,1,0.832419278338299,0.456482519348812,0.92186519918343
"CREB3L4",1.6e-05,0,0,1,0,0,0,4,14,4,3,0.832419278338299,0.456482519348812,0.921868351352942
"CYP2U1",1.6e-05,0,0,5,0,0,0,3,10,0,3,0.832419278338299,0.456482519348812,0.921871502804665
"GABRG1",1.6e-05,0,0,0,0,2,0,0,7,2,1,0.832419278338299,0.456482519348812,0.921874653538845
"GHRHR",1.6e-05,0,0,1,1,0,0,4,15,4,2,0.832419278338299,0.456482519348812,0.921877803555726
"LRRC55",1.6e-05,0,2,2,0,0,0,1,5,1,0,0.832419278338299,0.456482519348812,0.921880952855554
"NPDC1",1.6e-05,0,0,0,0,0,0,1,6,0,3,0.832419278338299,0.456482519348812,0.921884101438572
"NTF3",1.6e-05,0,0,0,0,0,0,2,3,1,1,0.832419278338299,0.456482519348812,0.921887249305026
"NTN5",1.6e-05,0,1,1,0,0,0,4,12,2,0,0.832419278338299,0.456482519348812,0.921890396455161
"PDCD4",1.6e-05,0,2,1,0,0,0,2,5,1,1,0.832419278338299,0.456482519348812,0.921893542889221
"PTPN20A",1.6e-05,0,0,0,0,0,0,0,0,0,0,0.832419278338299,0.456482519348812,0.92189668860745
"PTPN20B",1.6e-05,0,0,0,0,0,0,0,0,0,0,0.832419278338299,0.456482519348812,0.921899833610092
"SLC39A11",1.6e-05,0,1,1,0,0,0,5,17,7,6,0.832419278338299,0.456482519348812,0.921902977897392
"STK38L",1.6e-05,0,1,2,0,0,0,0,3,0,0,0.832419278338299,0.456482519348812,0.921906121469594
"CD209",1.601e-05,0,1,5,1,2,0,4,20,1,8,0.83232462157436,0.45684707766213,0.921909264946347
"CHRM2",1.601e-05,0,0,0,0,0,0,0,3,0,0,0.83232462157436,0.45684707766213,0.921912407708348
"CSNK1G1",1.601e-05,0,0,0,0,0,0,4,5,3,1,0.83232462157436,0.45684707766213,0.921915549755842
"DUSP12",1.601e-05,0,0,3,0,0,0,1,2,3,2,0.83232462157436,0.45684707766213,0.921918691089072
"LRRC42",1.601e-05,0,0,2,2,1,0,2,14,0,4,0.83232462157436,0.45684707766213,0.921921831708281
"SLC19A2",1.601e-05,0,0,0,0,0,0,3,5,5,0,0.83232462157436,0.45684707766213,0.921924971613713
"TRDN",1.601e-05,0,2,8,0,2,0,0,6,4,1,0.83232462157436,0.45684707766213,0.921928110805612
"ELAVL4",1.602e-05,0,0,0,0,0,0,0,3,1,0,0.83222997651587,0.457158793701628,0.921931249903063
"GJB3",1.602e-05,0,0,1,0,0,0,1,7,10,3,0.83222997651587,0.457158793701628,0.921934388287327
"PPP2R4",1.602e-05,0,0,1,0,0,0,4,4,3,0,0.83222997651587,0.457158793701628,0.921937525958645
"PSG8",1.602e-05,0,1,9,2,1,0,1,6,0,1,0.83222997651587,0.457158793701628,0.921940662917261
"SETD7",1.602e-05,0,0,0,2,0,0,6,11,6,6,0.83222997651587,0.457158793701628,0.921943799163418
"TOR1A",1.602e-05,0,0,1,1,0,0,0,4,2,4,0.83222997651587,0.457158793701628,0.921946934697357
"NCF4",1.603e-05,0,0,4,1,1,0,4,23,0,2,0.832135343161269,0.457263944488924,0.921950070137676
"TASP1",1.603e-05,0,0,2,0,2,0,2,0,0,1,0.832135343161269,0.457263944488924,0.921953204866123
"C16orf42",1.604e-05,0,1,3,1,0,0,3,7,5,2,0.832040721508979,0.457680811315719,0.921956339501082
"CRHBP",1.604e-05,0,0,0,0,0,0,0,3,0,1,0.832040721508979,0.457680811315719,0.921959473424515
"DNASE1L1",1.604e-05,0,0,0,0,0,0,0,1,0,0,0.832040721508979,0.457680811315719,0.921962606636661
"ENO1",1.604e-05,0,0,3,0,2,0,0,8,4,1,0.832040721508979,0.457680811315719,0.921965739137765
"MTRF1",1.604e-05,0,1,7,1,1,0,1,0,2,4,0.832040721508979,0.457680811315719,0.921968870928067
"OR10H5",1.604e-05,0,0,0,0,0,0,0,5,0,0,0.832040721508979,0.457680811315719,0.92197200200781
"PDXK",1.604e-05,0,0,2,0,0,0,3,4,0,3,0.832040721508979,0.457680811315719,0.921975132377235
"TFAP2E",1.604e-05,0,0,0,1,1,0,2,7,2,3,0.832040721508979,0.457680811315719,0.921978262036585
"OPTC",1.605e-05,0,0,2,0,0,0,1,3,3,2,0.831946111557443,0.457886842807579,0.921981391603613
"SETD8",1.605e-05,0,0,0,0,0,0,0,2,0,2,0.831946111557443,0.457886842807579,0.921984520460908
"TOB2",1.605e-05,0,0,0,0,0,0,0,10,2,0,0.831946111557443,0.457886842807579,0.921987648608712
"TRMT11",1.605e-05,0,0,3,1,0,0,2,9,5,6,0.831946111557443,0.457886842807579,0.921990776047266
"DMRT1",1.606e-05,0,0,0,0,0,0,3,16,3,3,0.831851513305083,0.458145182812917,0.921993903393974
"MAEL",1.606e-05,0,0,0,0,0,0,4,5,3,1,0.831851513305083,0.458145182812917,0.921997030031774
"METTL2B",1.606e-05,0,0,0,0,0,0,1,5,0,1,0.831851513305083,0.458145182812917,0.922000155960908
"NSDHL",1.606e-05,0,0,0,0,0,0,0,1,0,0,0.831851513305083,0.458145182812917,0.922003281181616
"TDRD10",1.606e-05,0,0,3,1,1,0,3,7,3,2,0.831851513305083,0.458145182812917,0.922006405694138
"SERPINB1",1.607e-05,0,0,4,0,2,0,0,5,4,2,0.831756926750341,0.458407259140646,0.922009530115461
"SLC25A34",1.607e-05,0,2,2,2,0,0,3,12,0,4,0.831756926750341,0.458407259140646,0.922012653828941
"CD1D",1.608e-05,0,0,1,0,0,0,4,9,5,4,0.83166235189165,0.458874833199893,0.922015777451354
"CD36",1.608e-05,0,2,10,11,13,0,11,19,9,6,0.83166235189165,0.458874833199893,0.922018900366264
"DLX1",1.608e-05,0,1,0,0,0,0,1,0,0,2,0.83166235189165,0.458874833199893,0.922022022573912
"GPR84",1.608e-05,0,1,1,1,2,0,6,18,7,3,0.83166235189165,0.458874833199893,0.922025144074539
"INO80B",1.608e-05,0,1,2,0,0,0,4,11,2,3,0.83166235189165,0.458874833199893,0.922028264868384
"NUDT22",1.608e-05,0,0,3,1,1,0,3,3,3,0,0.83166235189165,0.458874833199893,0.922031384955688
"SERPINA11",1.608e-05,0,1,1,0,0,0,1,7,2,1,0.83166235189165,0.458874833199893,0.92203450433669
"STEAP4",1.608e-05,0,1,1,3,0,0,0,7,2,2,0.83166235189165,0.458874833199893,0.92203762301163
"ZDHHC7",1.608e-05,0,0,0,0,0,0,2,3,1,4,0.83166235189165,0.458874833199893,0.922040740980748
"C6orf120",1.609e-05,0,0,1,0,0,0,0,1,0,2,0.831567788727437,0.459029623698959,0.922043858860123
"GAL3ST2",1.609e-05,0,1,1,0,2,0,4,6,3,0,0.831567788727437,0.459029623698959,0.922046976034015
"SHOX",1.609e-05,0,0,0,0,0,0,0,2,0,0,0.831567788727437,0.459029623698959,0.922050092502665
"B4GALT6",1.61e-05,0,0,0,0,0,0,2,2,0,1,0.831473237256139,0.459235655190819,0.922053208881871
"C9orf128",1.61e-05,0,0,1,1,0,0,0,1,0,1,0.831473237256139,0.459235655190819,0.922056324556174
"HNRPDL",1.61e-05,0,2,2,0,0,0,0,0,1,0,0.831473237256139,0.459235655190819,0.922059439525812
"WDR54",1.61e-05,0,1,1,0,0,0,1,2,0,1,0.831473237256139,0.459235655190819,0.922062553791025
"DDRGK1",1.611e-05,0,2,1,0,1,0,1,10,0,2,0.831378697476198,0.459496663997865,0.922065667967265
"GSX2",1.611e-05,0,0,0,0,0,0,1,2,0,0,0.831378697476198,0.459496663997865,0.922068781439418
"KBTBD13",1.611e-05,0,0,0,0,0,0,0,7,4,1,0.831378697476198,0.459496663997865,0.922071894207723
"PAFAH1B1",1.611e-05,0,0,0,0,0,0,1,1,0,0,0.831378697476198,0.459496663997865,0.922075006272418
"PYGO1",1.611e-05,0,1,0,0,0,0,3,13,2,2,0.831378697476198,0.459496663997865,0.922078117633742
"LRRC6",1.612e-05,0,1,1,0,0,0,11,19,9,1,0.831284169386036,0.459648785695223,0.922081228906731
"SPPL2A",1.612e-05,0,0,2,0,0,0,0,1,0,0,0.831284169386036,0.459648785695223,0.922084339476687
"UBE3D",1.612e-05,0,0,0,0,0,0,1,1,0,0,0.831284169386036,0.459648785695223,0.922087449343848
"ACTG2",1.613e-05,0,0,0,0,1,0,2,3,0,0,0.831189652984096,0.460064051240993,0.922090559122972
"ANKRD53",1.613e-05,0,1,1,0,0,0,2,7,3,1,0.831189652984096,0.460064051240993,0.922093668199638
"FAM217A",1.613e-05,0,0,4,0,0,0,0,3,0,0,0.831189652984096,0.460064051240993,0.922096776574085
"FOXC1",1.613e-05,0,0,0,0,0,0,2,7,0,1,0.831189652984096,0.460064051240993,0.92209988424655
"FOXN4",1.613e-05,0,0,1,0,0,0,2,12,8,6,0.831189652984096,0.460064051240993,0.922102991217272
"GC",1.613e-05,0,2,0,0,1,0,1,9,0,5,0.831189652984096,0.460064051240993,0.922106097486488
"NUF2",1.613e-05,0,0,5,1,0,0,5,9,0,1,0.831189652984096,0.460064051240993,0.922109203054434
"ROM1",1.613e-05,0,1,1,2,0,0,2,12,3,12,0.831189652984096,0.460064051240993,0.92211230792135
"GABPB2",1.614e-05,0,0,2,0,0,0,2,8,5,1,0.831095148268807,0.460373632239125,0.922115412701368
"GBA3",1.614e-05,0,0,2,0,0,0,0,6,0,0,0.831095148268807,0.460373632239125,0.922118516780691
"GIF",1.614e-05,0,2,5,0,1,0,1,2,2,3,0.831095148268807,0.460373632239125,0.922121620159556
"MMP10",1.614e-05,0,0,5,2,2,0,1,8,7,6,0.831095148268807,0.460373632239125,0.9221247228382
"SOST",1.614e-05,0,0,0,0,0,0,1,4,0,0,0.831095148268807,0.460373632239125,0.92212782481686
"SUMF1",1.614e-05,0,0,0,0,0,0,3,9,1,4,0.831095148268807,0.460373632239125,0.922130926095773
"HGD",1.615e-05,0,2,1,0,0,0,3,10,1,0,0.831000655238608,0.460683213237256,0.922134027288588
"IDH3A",1.615e-05,0,1,0,0,0,0,1,6,0,3,0.831000655238608,0.460683213237256,0.92213712778199
"MGAT4C",1.615e-05,0,1,2,1,0,0,2,3,1,0,0.831000655238608,0.460683213237256,0.922140227576217
"RRM2",1.615e-05,0,0,0,0,0,0,0,0,0,0,0.831000655238608,0.460683213237256,0.922143326671505
"SLC35G3",1.615e-05,0,1,2,0,1,0,3,16,2,3,0.831000655238608,0.460683213237256,0.922146425068091
"TSPAN32",1.615e-05,0,0,7,1,1,0,2,6,1,2,0.831000655238608,0.460683213237256,0.92214952276621
"EFNB2",1.616e-05,0,0,0,0,0,0,0,2,0,0,0.830906173891935,0.461043501467841,0.922152620379027
"IFIT1B",1.616e-05,0,0,1,0,2,0,1,8,2,1,0.830906173891935,0.461043501467841,0.922155717293712
"PARP16",1.616e-05,0,0,0,0,0,0,6,11,8,3,0.830906173891935,0.461043501467841,0.922158813510501
"PLEKHA2",1.616e-05,0,0,0,2,0,0,1,3,3,1,0.830906173891935,0.461043501467841,0.92216190902963
"POLD3",1.616e-05,0,0,0,0,1,0,2,8,3,2,0.830906173891935,0.461043501467841,0.922165003851333
"STEAP2",1.616e-05,0,5,9,0,1,0,1,5,2,5,0.830906173891935,0.461043501467841,0.922168097975848
"CIAO1",1.617e-05,0,1,3,0,0,0,1,10,3,2,0.830811704227219,0.461299172671471,0.922171192015855
"FBXL20",1.617e-05,0,0,0,0,0,0,1,0,0,0,0.830811704227219,0.461299172671471,0.922174285359006
"FTSJ1",1.617e-05,0,0,0,0,0,0,0,0,0,0,0.830811704227219,0.461299172671471,0.922177378005536
"NMRAL1",1.617e-05,0,1,5,0,1,0,3,9,6,3,0.830811704227219,0.461299172671471,0.922180469955681
"TREX1",1.617e-05,0,2,2,1,1,0,1,6,2,1,0.830811704227219,0.461299172671471,0.922183561209677
"C21orf33",1.618e-05,0,0,3,0,0,0,1,10,2,3,0.830717246242898,0.461453429410195,0.922186652379789
"LPAR1",1.618e-05,0,0,0,0,0,0,1,5,3,3,0.830717246242898,0.461453429410195,0.922189742854084
"RASSF1",1.618e-05,0,1,0,0,0,0,2,6,2,5,0.830717246242898,0.461453429410195,0.922192832632796
"MANEA",1.619e-05,0,2,2,1,2,0,7,14,7,7,0.830622799937413,0.461713904456899,0.922195922327916
"MBLAC1",1.619e-05,0,0,0,0,0,0,2,8,0,0,0.830622799937413,0.461713904456899,0.922199011327786
"SERINC1",1.619e-05,0,0,0,0,0,0,1,2,0,1,0.830622799937413,0.461713904456899,0.922202099632639
"SSBP3",1.619e-05,0,0,0,0,0,0,3,4,3,3,0.830622799937413,0.461713904456899,0.922205187242711
"ZNF682",1.619e-05,0,1,1,0,0,0,4,4,1,3,0.830622799937413,0.461713904456899,0.922208274158235
"ALG10",1.62e-05,0,0,1,1,0,0,1,10,0,2,0.830528365309189,0.462440886042167,0.92221136099079
"BDKRB1",1.62e-05,0,2,0,0,0,0,4,12,4,4,0.830528365309189,0.462440886042167,0.922214447129129
"CERS6",1.62e-05,0,0,1,0,0,0,1,5,3,0,0.830528365309189,0.462440886042167,0.922217532573487
"CH25H",1.62e-05,0,0,0,1,0,0,0,1,1,1,0.830528365309189,0.462440886042167,0.922220617324096
"CPB2",1.62e-05,0,0,0,0,1,0,1,8,0,2,0.830528365309189,0.462440886042167,0.922223701381191
"CYP20A1",1.62e-05,0,1,5,2,0,0,1,8,2,3,0.830528365309189,0.462440886042167,0.922226784745005
"IPCEF1",1.62e-05,0,0,0,0,0,0,2,3,1,2,0.830528365309189,0.462440886042167,0.922229867415774
"MOGAT2",1.62e-05,0,0,0,0,0,0,4,8,6,5,0.830528365309189,0.462440886042167,0.922232949393729
"OLFM3",1.62e-05,0,0,0,0,0,0,0,7,0,3,0.830528365309189,0.462440886042167,0.922236030679105
"SOCS4",1.62e-05,0,0,1,1,1,0,1,13,4,0,0.830528365309189,0.462440886042167,0.922239111272135
"TCN1",1.62e-05,0,0,1,2,3,0,4,2,5,1,0.830528365309189,0.462440886042167,0.922242191173053
"TMOD1",1.62e-05,0,0,0,0,0,0,0,5,0,1,0.830528365309189,0.462440886042167,0.922245270382091
"UBA3",1.62e-05,0,0,0,0,0,0,3,6,1,0,0.830528365309189,0.462440886042167,0.922248348899483
"ZNF439",1.62e-05,0,4,8,4,2,0,2,12,1,2,0.830528365309189,0.462440886042167,0.922251426725462
"EFNB3",1.621e-05,0,0,1,0,0,0,2,0,2,1,0.830433942356676,0.462646917534027,0.922254504470575
"HAND1",1.621e-05,0,0,0,0,0,0,1,5,1,1,0.830433942356676,0.462646917534027,0.922257581524603
"IMPAD1",1.621e-05,0,0,0,0,0,0,0,6,1,2,0.830433942356676,0.462646917534027,0.92226065788778
"ZNF714",1.621e-05,0,0,7,0,2,0,3,16,1,0,0.830433942356676,0.462646917534027,0.922263733560338
"FAM181A",1.622e-05,0,0,3,0,0,0,4,12,1,4,0.830339531078298,0.462957566052842,0.922266809152481
"GDF9",1.622e-05,0,2,6,2,1,0,2,11,1,1,0.830339531078298,0.462957566052842,0.922269884054333
"HOGA1",1.622e-05,0,1,2,2,0,0,10,11,0,4,0.830339531078298,0.462957566052842,0.922272958266126
"IL7R",1.622e-05,0,2,1,3,0,0,3,12,7,2,0.830339531078298,0.462957566052842,0.922276031788092
"TC2N",1.622e-05,0,0,6,0,0,0,2,8,3,4,0.830339531078298,0.462957566052842,0.922279104620464
"XIAP",1.622e-05,0,0,0,0,0,0,0,1,0,0,0.830339531078298,0.462957566052842,0.922282176763475
"CEP57",1.623e-05,0,0,0,0,0,0,2,5,2,8,0.830245131472498,0.463063784360822,0.922285248826847
"EXOSC9",1.623e-05,0,2,1,0,0,0,5,10,7,2,0.830245131472498,0.463063784360822,0.922288320201185
"ABHD12",1.624e-05,0,2,1,0,1,0,4,21,2,1,0.830150743537716,0.463373899119295,0.922291391496008
"AKT3",1.624e-05,0,0,1,0,2,0,1,2,0,0,0.830150743537716,0.463373899119295,0.922294462102122
"COX15",1.624e-05,0,3,6,1,0,0,1,8,3,5,0.830150743537716,0.463373899119295,0.92229753201976
"IRF9",1.624e-05,0,0,1,0,0,0,0,3,2,1,0.830150743537716,0.463373899119295,0.922300601249152
"RNF208",1.624e-05,0,0,0,0,0,0,0,8,0,0,0.830150743537716,0.463373899119295,0.922303669790531
"ACTRT3",1.625e-05,0,0,0,0,0,0,2,2,0,0,0.830056367272381,0.463578863090472,0.922306738253005
"KPNA4",1.625e-05,0,0,0,0,0,0,1,5,0,0,0.830056367272381,0.463578863090472,0.922309806027792
"RBM22",1.625e-05,0,0,0,0,0,0,0,1,3,0,0.830056367272381,0.463578863090472,0.922312873115123
"STYK1",1.625e-05,0,1,4,2,0,0,2,17,0,1,0.830056367272381,0.463578863090472,0.922315939515228
"CA11",1.626e-05,0,1,1,0,0,0,2,4,0,2,0.829962002674933,0.463995196156926,0.922319005836876
"CDADC1",1.626e-05,0,0,2,0,2,0,1,9,3,0,0.829962002674933,0.463995196156926,0.922322071471624
"CYP3A43",1.626e-05,0,2,8,0,3,0,7,16,7,6,0.829962002674933,0.463995196156926,0.922325136419702
"DKK3",1.626e-05,0,0,1,0,0,0,3,2,3,2,0.829962002674933,0.463995196156926,0.922328200681342
"FKTN",1.626e-05,0,0,1,1,1,0,1,3,2,1,0.829962002674933,0.463995196156926,0.922331264256774
"POLR3D",1.626e-05,0,1,3,2,0,0,2,9,1,1,0.829962002674933,0.463995196156926,0.922334327146229
"RCN3",1.626e-05,0,0,1,0,0,0,1,8,5,3,0.829962002674933,0.463995196156926,0.922337389349937
"WSB1",1.626e-05,0,0,0,0,0,0,1,15,5,2,0.829962002674933,0.463995196156926,0.922340450868127
"ACTR10",1.627e-05,0,1,1,0,0,0,0,5,0,0,0.82986764974382,0.464614891913531,0.922343512308956
"CEBPE",1.627e-05,0,0,1,0,0,0,2,8,0,1,0.82986764974382,0.464614891913531,0.922346573064592
"CRBN",1.627e-05,0,1,1,3,0,0,0,5,2,1,0.82986764974382,0.464614891913531,0.922349633135265
"GRPR",1.627e-05,0,0,0,0,0,0,0,0,0,0,0.82986764974382,0.464614891913531,0.922352692521205
"KHK",1.627e-05,0,0,0,0,0,0,6,16,5,5,0.82986764974382,0.464614891913531,0.922355751222642
"KIAA0895",1.627e-05,0,0,0,0,0,0,6,6,6,3,0.82986764974382,0.464614891913531,0.922358809239806
"MNS1",1.627e-05,0,3,10,2,4,0,1,4,1,5,0.82986764974382,0.464614891913531,0.922361866572927
"NOV",1.627e-05,0,1,0,0,0,0,3,5,1,4,0.82986764974382,0.464614891913531,0.922364923222233
"OPCML",1.627e-05,0,0,0,0,0,0,0,6,0,0,0.82986764974382,0.464614891913531,0.922367979187955
"SOHLH2",1.627e-05,0,0,0,0,0,0,1,4,0,0,0.82986764974382,0.464614891913531,0.922371034470321
"TAL1",1.627e-05,0,0,0,0,0,0,0,5,0,2,0.82986764974382,0.464614891913531,0.92237408906956
"WDR86",1.627e-05,0,2,3,1,1,0,4,13,2,3,0.82986764974382,0.464614891913531,0.922377142985903
"LCOR",1.628e-05,0,0,0,0,0,0,0,3,1,0,0.829773308477465,0.464771283693622,0.922380196826618
